word,lang,poet,century
بام,fa,Rudaki,3
اشک,fa,Rudaki,3
غم,ar,Rudaki,3
همی,fa,Rudaki,3
برم,fa,Rudaki,3
نهانی,fa,Rudaki,3
حملان,ar,Rudaki,3
فزون,ar,Rudaki,3
ترک,fa,Rudaki,3
همی,fa,Rudaki,3
زان,fa,Rudaki,3
شهرهٔ,fa,Rudaki,3
تیره,fa,Rudaki,3
جو,fa,Rudaki,3
آسا,fa,Rudaki,3
آدمی,fa,Rudaki,3
هجر,fa,Rudaki,3
خیل,fa,Rudaki,3
تیز,fa,Rudaki,3
نحس,ar,Rudaki,3
گلستان,fa,Rudaki,3
جانت,fa,Rudaki,3
سپید,fa,Rudaki,3
گرگ,fa,Rudaki,3
چرخ,fa,Rudaki,3
رود,fa,Rudaki,3
زمانه,fa,Rudaki,3
دل,fa,Rudaki,3
زان,fa,Rudaki,3
کین,fa,Rudaki,3
آیین,fa,Rudaki,3
هم،,fa,Rudaki,3
آذر,fa,Rudaki,3
خستی,fa,Rudaki,3
پیری,fa,Rudaki,3
یوسف,ar,Rudaki,3
شدست,fa,Rudaki,3
خورشید,fa,Rudaki,3
زهر,fa,Rudaki,3
یاقوت,ar,Rudaki,3
بلور,ar,Rudaki,3
ژاله,fa,Rudaki,3
فرو,fa,Rudaki,3
غم,ar,Rudaki,3
زلفکان,fa,Rudaki,3
پیشانی,fa,Rudaki,3
غم,ar,Rudaki,3
ده،,fa,Rudaki,3
نهی,fa,Rudaki,3
خاتم,fa,Rudaki,3
چوگان,fa,Rudaki,3
کنده,fa,Rudaki,3
کفیده,fa,Rudaki,3
صبا,ar,Rudaki,3
نهاد,fa,Rudaki,3
همچو,fa,Rudaki,3
شانه,fa,Rudaki,3
شیفته,fa,Rudaki,3
چنینست،,fa,Rudaki,3
شعرش,ar,Rudaki,3
کشکین,fa,Rudaki,3
عاشق,ar,Rudaki,3
نشیب,fa,Rudaki,3
هن,fa,Rudaki,3
نیک,fa,Rudaki,3
دمنده,fa,Rudaki,3
ور,fa,Rudaki,3
شب,fa,Rudaki,3
کار,fa,Rudaki,3
خدنگ,fa,Rudaki,3
که:,fa,Rudaki,3
سحابستی,ar,Rudaki,3
تا:,fa,Rudaki,3
دلبرا،,fa,Rudaki,3
بزیب,fa,Rudaki,3
بپرداخت,fa,Rudaki,3
ماه,fa,Rudaki,3
شاعران,ar,Rudaki,3
سنگ,fa,Rudaki,3
زرین,fa,Rudaki,3
دندان,fa,Rudaki,3
زبانی,fa,Rudaki,3
برآرند,fa,Rudaki,3
وآن,fa,Rudaki,3
ملک,fa,Rudaki,3
گر,fa,Rudaki,3
تاراج,fa,Rudaki,3
ستونش,fa,Rudaki,3
عیش,ar,Rudaki,3
بدویدی,fa,Rudaki,3
نبیذ,ar,Rudaki,3
تحقیق,ar,Rudaki,3
بام,fa,Rudaki,3
درا,fa,Rudaki,3
کجه,fa,Rudaki,3
فراز,fa,Rudaki,3
ایمان,fa,Rudaki,3
شدست,fa,Rudaki,3
انبان,fa,Rudaki,3
بشو,fa,Rudaki,3
خانه,fa,Rudaki,3
پاسخ,fa,Rudaki,3
عشق،,ar,Rudaki,3
مجلس,ar,Rudaki,3
گریه,fa,Rudaki,3
جام,fa,Rudaki,3
مهجوران,fa,Rudaki,3
دگر,fa,Rudaki,3
گردش,fa,Rudaki,3
راز,fa,Rudaki,3
تیمار,fa,Rudaki,3
گوسپند,fa,Rudaki,3
ببرند,fa,Rudaki,3
رباید,fa,Rudaki,3
شب,fa,Rudaki,3
چراغ,fa,Rudaki,3
بود،,fa,Rudaki,3
ندیدی,fa,Rudaki,3
ترا,fa,Rudaki,3
مکن,fa,Rudaki,3
شعر,ar,Rudaki,3
هفتم,fa,Rudaki,3
ببریده,fa,Rudaki,3
جان,fa,Rudaki,3
خیری,fa,Rudaki,3
زمین,fa,Rudaki,3
فدست,fa,Rudaki,3
غم,ar,Rudaki,3
خوبان,fa,Rudaki,3
برده،,fa,Rudaki,3
همچو,fa,Rudaki,3
خون,fa,Rudaki,3
می‌دهی,fa,Rudaki,3
شب,fa,Rudaki,3
پوشیده,fa,Rudaki,3
او،,fa,Rudaki,3
که:,fa,Rudaki,3
غم,ar,Rudaki,3
گرد,fa,Rudaki,3
جشن,fa,Rudaki,3
انگشت,fa,Rudaki,3
فرخشه,fa,Rudaki,3
حاجت,ar,Rudaki,3
ببینی,ar,Rudaki,3
نکو,fa,Rudaki,3
درد,fa,Rudaki,3
جوش,fa,Rudaki,3
مناقب,ar,Rudaki,3
زنگارگون,fa,Rudaki,3
افغان,fa,Rudaki,3
زاری,fa,Rudaki,3
چیره,fa,Rudaki,3
شعر,ar,Rudaki,3
خون,fa,Rudaki,3
تتاری,ar,Rudaki,3
خرد,fa,Rudaki,3
ترا,fa,Rudaki,3
آفریده,fa,Rudaki,3
فؤادی,ar,Rudaki,3
خنده,fa,Rudaki,3
سان,fa,Rudaki,3
گزین,fa,Rudaki,3
بخیلا،,fa,Rudaki,3
قضیب,ar,Rudaki,3
اینند,fa,Rudaki,3
آسوده,fa,Rudaki,3
خواره,fa,Rudaki,3
مستی,ar,Rudaki,3
پسر،,fa,Rudaki,3
اندران,fa,Rudaki,3
ملکا،,fa,Rudaki,3
سار,fa,Rudaki,3
حیف,ar,Rudaki,3
بینند,fa,Rudaki,3
خواجه,fa,Rudaki,3
بت،,ar,Rudaki,3
کرانه,fa,Rudaki,3
دست,fa,Rudaki,3
زرین,fa,Rudaki,3
آوردش,fa,Rudaki,3
چشم,fa,Rudaki,3
خوردند,fa,Rudaki,3
کبتی،,fa,Rudaki,3
برکند,fa,Rudaki,3
مویه,fa,Rudaki,3
عطارد,ar,Rudaki,3
دشت,fa,Rudaki,3
تک,fa,Rudaki,3
مادندرا؟,fa,Rudaki,3
بهر,fa,Rudaki,3
عدن,ar,Rudaki,3
نهاده,fa,Rudaki,3
رخشی,fa,Rudaki,3
سپنج,fa,Rudaki,3
زوی,fa,Rudaki,3
بهی,fa,Rudaki,3
نیل,fa,Rudaki,3
دیوانگان,fa,Rudaki,3
چندگاه,fa,Rudaki,3
فضل,ar,Rudaki,3
خاک,fa,Rudaki,3
باز،,fa,Rudaki,3
ترا,fa,Rudaki,3
فتح,ar,Rudaki,3
همی,fa,Rudaki,3
خواهانت,fa,Rudaki,3
خلالوش,ar,Rudaki,3
نعمت,ar,Rudaki,3
فریادنی،,fa,Rudaki,3
نو,fa,Rudaki,3
کیست,fa,Rudaki,3
پدید,fa,Rudaki,3
سرو,fa,Rudaki,3
هوا,ar,Rudaki,3
بهشت,fa,Rudaki,3
خانه,fa,Rudaki,3
آزاده,fa,Rudaki,3
جهاندار,fa,Rudaki,3
گو،,fa,Rudaki,3
نهان,fa,Rudaki,3
آلت,fa,Rudaki,3
خوبان,fa,Rudaki,3
دلم,fa,Rudaki,3
دیدی,fa,Rudaki,3
دریغم,fa,Rudaki,3
فلک،,fa,Rudaki,3
وین,fa,Rudaki,3
همی,fa,Rudaki,3
تراست!,fa,Rudaki,3
سخن,fa,Rudaki,3
مثال,ar,Rudaki,3
غم,ar,Rudaki,3
وصال,ar,Rudaki,3
هشت,fa,Rudaki,3
جهان,fa,Rudaki,3
ازان,fa,Rudaki,3
مویی,fa,Rudaki,3
اندرون,fa,Rudaki,3
بخت,fa,Rudaki,3
ندانی,fa,Rudaki,3
اهل,fa,Rudaki,3
کژدمان,fa,Rudaki,3
رخ,fa,Rudaki,3
ترا,fa,Rudaki,3
ترا,fa,Rudaki,3
کلک,fa,Rudaki,3
دستگاه,fa,Rudaki,3
بفنود,fa,Rudaki,3
شاه,fa,Rudaki,3
روزان,fa,Rudaki,3
آسمان,fa,Rudaki,3
هباک,fa,Rudaki,3
کشتیی,fa,Rudaki,3
جوان,fa,Rudaki,3
میر,fa,Rudaki,3
اندرون,fa,Rudaki,3
خاک,fa,Rudaki,3
گویمش,fa,Rudaki,3
وصالش,ar,Rudaki,3
آرد,fa,Rudaki,3
درای,fa,Rudaki,3
ترا,fa,Rudaki,3
زو،,fa,Rudaki,3
همچو,fa,Rudaki,3
غزل,ar,Rudaki,3
کر,fa,Rudaki,3
مست,ar,Rudaki,3
شوربخت,fa,Rudaki,3
زخمه,fa,Rudaki,3
پیاده,fa,Rudaki,3
دلم,fa,Rudaki,3
زندان,fa,Rudaki,3
دبیری,fa,Rudaki,3
کردار,fa,Rudaki,3
پوی,fa,Rudaki,3
مارگیر,fa,Rudaki,3
زی,fa,Rudaki,3
او،,fa,Rudaki,3
زمین,fa,Rudaki,3
بردمد,fa,Rudaki,3
نیارم,fa,Rudaki,3
پر,fa,Rudaki,3
کز,fa,Rudaki,3
پرورده,fa,Rudaki,3
جمله,ar,Rudaki,3
خلق,ar,Rudaki,3
ادبار؟,fa,Rudaki,3
گشت,fa,Rudaki,3
کجه,fa,Rudaki,3
دست,fa,Rudaki,3
نوازان,fa,Rudaki,3
چونست؟,fa,Rudaki,3
مایهٔ,fa,Rudaki,3
پدید,fa,Rudaki,3
حضرت،,ar,Rudaki,3
همی,fa,Rudaki,3
گردگرد,fa,Rudaki,3
همچو,fa,Rudaki,3
بهر,fa,Rudaki,3
کرانهٔ,fa,Rudaki,3
همی,fa,Rudaki,3
گشت,fa,Rudaki,3
آهنی,fa,Rudaki,3
غره,fa,Rudaki,3
حلم,ar,Rudaki,3
اندی,fa,Rudaki,3
کین,fa,Rudaki,3
بزم,fa,Rudaki,3
برده,fa,Rudaki,3
نماند,fa,Rudaki,3
«مگر»,fa,Rudaki,3
ازان,fa,Rudaki,3
شاهی,fa,Rudaki,3
رخسارهٔ,fa,Rudaki,3
گویی،,fa,Rudaki,3
بگساری,fa,Rudaki,3
انبیاست,fa,Rudaki,3
برود,fa,Rudaki,3
کوشد,fa,Rudaki,3
درد,fa,Rudaki,3
بدو,ar,Rudaki,3
درد،,fa,Rudaki,3
سیاه,fa,Rudaki,3
گنج,fa,Rudaki,3
ماهه,fa,Rudaki,3
غن,ar,Rudaki,3
پردختم,fa,Rudaki,3
اندر,fa,Rudaki,3
پیر,fa,Rudaki,3
برکشیده,fa,Rudaki,3
دهر,fa,Rudaki,3
میران,fa,Rudaki,3
یاد,fa,Rudaki,3
مسته,fa,Rudaki,3
آب,fa,Rudaki,3
چشم,fa,Rudaki,3
نهان,fa,Rudaki,3
گرگ,fa,Rudaki,3
زمانه,fa,Rudaki,3
ابر,fa,Rudaki,3
زدی,fa,Rudaki,3
خرم,fa,Rudaki,3
فراز,fa,Rudaki,3
بیابان,fa,Rudaki,3
میر,fa,Rudaki,3
رفتن,fa,Rudaki,3
عود,ar,Rudaki,3
اگرت,fa,Rudaki,3
نشسته,fa,Rudaki,3
درمان,fa,Rudaki,3
بکوشی،,fa,Rudaki,3
هشیار,fa,Rudaki,3
وآن,fa,Rudaki,3
بکرد,fa,Rudaki,3
ببخشا،,fa,Rudaki,3
وطرب,ar,Rudaki,3
عاشقی,ar,Rudaki,3
باشد،,fa,Rudaki,3
جنگ,fa,Rudaki,3
بشود,fa,Rudaki,3
درگه,fa,Rudaki,3
آفرین,fa,Rudaki,3
مکست,fa,Rudaki,3
گشته,fa,Rudaki,3
به،,fa,Rudaki,3
فراز,fa,Rudaki,3
خرد,fa,Rudaki,3
درستی,fa,Rudaki,3
طلقست,ar,Rudaki,3
بن,ar,Rudaki,3
کوفتنت,fa,Rudaki,3
نبینی,ar,Rudaki,3
حیدر,ar,Rudaki,3
فرامشت,fa,Rudaki,3
میش,fa,Rudaki,3
خفت,fa,Rudaki,3
جوان,fa,Rudaki,3
غمگنان,fa,Rudaki,3
برآیم,fa,Rudaki,3
غم,ar,Rudaki,3
پلنگان,fa,Rudaki,3
آنم,fa,Rudaki,3
دیدم,fa,Rudaki,3
مرد,fa,Rudaki,3
تاریک,fa,Rudaki,3
بارید,fa,Rudaki,3
جفا,fa,Rudaki,3
بیندیش,fa,Rudaki,3
بلایی,ar,Rudaki,3
بلبل,ar,Rudaki,3
بهاری,fa,Rudaki,3
زلف,ar,Rudaki,3
ریخته,fa,Rudaki,3
خوی,fa,Rudaki,3
گردنده,fa,Rudaki,3
وید,ar,Rudaki,3
ستان,fa,Rudaki,3
ساله,fa,Rudaki,3
بکرد,fa,Rudaki,3
بی‌تو,fa,Rudaki,3
آبسکون,fa,Rudaki,3
نابینا,fa,Rudaki,3
خوار,fa,Rudaki,3
جعد,ar,Rudaki,3
زیید,fa,Rudaki,3
ره,fa,Rudaki,3
را،,fa,Rudaki,3
بستان,fa,Rudaki,3
خرمن,fa,Rudaki,3
نیک,fa,Rudaki,3
فرو,fa,Rudaki,3
الفغده,ar,Rudaki,3
گوگرد,fa,Rudaki,3
بره,fa,Rudaki,3
همی,fa,Rudaki,3
غراشیده,fa,Rudaki,3
ناز,fa,Rudaki,3
زارا,fa,Rudaki,3
سیر,fa,Rudaki,3
بهمان,fa,Rudaki,3
کشت,fa,Rudaki,3
بابختو,fa,Rudaki,3
نصیحتت،,ar,Rudaki,3
بده,fa,Rudaki,3
گوش,fa,Rudaki,3
آموی,fa,Rudaki,3
آیی,fa,Rudaki,3
میرم,fa,Rudaki,3
ومطرب,ar,Rudaki,3
فتی,ar,Rudaki,3
خدای,fa,Rudaki,3
دانش,fa,Rudaki,3
جنگ,fa,Rudaki,3
مگرو,fa,Rudaki,3
سفله,ar,Rudaki,3
فرسنا,fa,Rudaki,3
رازی،,fa,Rudaki,3
جهان,fa,Rudaki,3
عنبر,ar,Rudaki,3
نباشد,fa,Rudaki,3
آفرید,fa,Rudaki,3
بره‌ست,fa,Rudaki,3
اشتران,fa,Rudaki,3
دلا،,fa,Rudaki,3
نبیذ,ar,Rudaki,3
یکسره,fa,Rudaki,3
ملک,fa,Rudaki,3
جعدش,ar,Rudaki,3
زو,fa,Rudaki,3
دن,fa,Rudaki,3
من،,ar,Rudaki,3
فرخار,fa,Rudaki,3
درخت,fa,Rudaki,3
دوتا,fa,Rudaki,3
ماهی,fa,Rudaki,3
مر,fa,Rudaki,3
مغاک,fa,Rudaki,3
مردمی,fa,Rudaki,3
مصریان,ar,Rudaki,3
غیشه,fa,Rudaki,3
شده‌ست,fa,Rudaki,3
فرو,fa,Rudaki,3
قصه,ar,Rudaki,3
سوسنی,fa,Rudaki,3
اندر,fa,Rudaki,3
شمار,fa,Rudaki,3
سار,fa,Rudaki,3
میلاویه,fa,Rudaki,3
پایش,fa,Rudaki,3
دور,fa,Rudaki,3
کار,fa,Rudaki,3
سرخاره,fa,Rudaki,3
کاو,fa,Rudaki,3
کار,fa,Rudaki,3
زمانه,fa,Rudaki,3
ارمنده‌ای,fa,Rudaki,3
بوس,fa,Rudaki,3
چیلان,fa,Rudaki,3
عاشق,ar,Rudaki,3
مرد,fa,Rudaki,3
رنگین,fa,Rudaki,3
کنور,fa,Rudaki,3
عشقست,ar,Rudaki,3
بدیل,ar,Rudaki,3
ری,fa,Rudaki,3
خاشاک,fa,Rudaki,3
بیامد,ar,Rudaki,3
ماند،,fa,Rudaki,3
پای,fa,Rudaki,3
بید,fa,Rudaki,3
دست,fa,Rudaki,3
یاقوت,ar,Rudaki,3
علی,ar,Rudaki,3
تنگ,fa,Rudaki,3
فراز,fa,Rudaki,3
انگشتهٔ,fa,Rudaki,3
سپاریم,fa,Rudaki,3
خنور,fa,Rudaki,3
اندر,fa,Rudaki,3
بیاگند,fa,Rudaki,3
مدح,ar,Rudaki,3
بیگانه,fa,Rudaki,3
چونست؟,fa,Rudaki,3
دلم,fa,Rudaki,3
ابستاست,fa,Rudaki,3
همی,fa,Rudaki,3
گرد،,fa,Rudaki,3
سماوات,fa,Rudaki,3
وز,fa,Rudaki,3
بخیلی,fa,Rudaki,3
نعمت,ar,Rudaki,3
خانقاه,ar,Rudaki,3
بلند,ar,Rudaki,3
افگنده,fa,Rudaki,3
شاد,fa,Rudaki,3
ام،,ar,Rudaki,3
شرح,ar,Rudaki,3
گل,fa,Rudaki,3
شنید,fa,Rudaki,3
بیهوده,fa,Rudaki,3
آواز,fa,Rudaki,3
آمدش,fa,Rudaki,3
کار,fa,Rudaki,3
پلید,fa,Rudaki,3
بایدت,fa,Rudaki,3
دامن,fa,Rudaki,3
خرد,fa,Rudaki,3
باما,fa,Rudaki,3
کاویان,fa,Rudaki,3
گشتم,fa,Rudaki,3
همی,fa,Rudaki,3
پرده,fa,Rudaki,3
مفخر,ar,Rudaki,3
بکشته,fa,Rudaki,3
درگاه,fa,Rudaki,3
بسیچ,fa,Rudaki,3
مهربان,fa,Rudaki,3
بیدار,fa,Rudaki,3
کریم,fa,Rudaki,3
لبان,ar,Rudaki,3
تویی,fa,Rudaki,3
درخت,fa,Rudaki,3
رنج,fa,Rudaki,3
تاخت,fa,Rudaki,3
بانگ,fa,Rudaki,3
اندرونت,fa,Rudaki,3
خوار,fa,Rudaki,3
تکیه,fa,Rudaki,3
ببیند,fa,Rudaki,3
همی,fa,Rudaki,3
سهم,fa,Rudaki,3
فام,ar,Rudaki,3
غیشت,fa,Rudaki,3
درونه,fa,Rudaki,3
بخشش,fa,Rudaki,3
خنگ,fa,Rudaki,3
چنگل,fa,Rudaki,3
ببخشد,fa,Rudaki,3
رنج,fa,Rudaki,3
مدح,ar,Rudaki,3
فروشد,fa,Rudaki,3
تابد؟,fa,Rudaki,3
خندان,fa,Rudaki,3
پیر,fa,Rudaki,3
کسا!,fa,Rudaki,3
حاتم,ar,Rudaki,3
مدیش,ar,Rudaki,3
فگن,fa,Rudaki,3
دیش,fa,Rudaki,3
شادی,fa,Rudaki,3
مره,fa,Rudaki,3
زلفین,ar,Rudaki,3
آورید,fa,Rudaki,3
اندوه,fa,Rudaki,3
فرخار,fa,Rudaki,3
نگار,fa,Rudaki,3
دشمنانت,fa,Rudaki,3
هجران,fa,Rudaki,3
پیشکار,fa,Rudaki,3
جان,fa,Rudaki,3
رخان,fa,Rudaki,3
نعمت,ar,Rudaki,3
دیوانه,fa,Rudaki,3
نو,fa,Rudaki,3
بهر,fa,Rudaki,3
رنگ,fa,Rudaki,3
ایران,fa,Rudaki,3
نیل,fa,Rudaki,3
غمان,fa,Rudaki,3
دل,fa,Rudaki,3
روان,fa,Rudaki,3
کاسد,fa,Rudaki,3
اعدای,ar,Rudaki,3
منی،,ar,Rudaki,3
لیسد,ar,Rudaki,3
کعبه,ar,Rudaki,3
فرتوت,ar,Rudaki,3
خالست,ar,Rudaki,3
میراث,ar,Rudaki,3
زنده,fa,Rudaki,3
بوستان,fa,Rudaki,3
تابنده,fa,Rudaki,3
بیمست,fa,Rudaki,3
که:,fa,Rudaki,3
بیهده,fa,Rudaki,3
فرش,fa,Rudaki,3
حدیث,ar,Rudaki,3
گرنج,fa,Rudaki,3
مگذرد,fa,Rudaki,3
سیاه,fa,Rudaki,3
دست,fa,Rudaki,3
حسودانت,ar,Rudaki,3
مصیبت,ar,Rudaki,3
برد؟,fa,Rudaki,3
کن:,fa,Rudaki,3
سوک,fa,Rudaki,3
سیب,fa,Rudaki,3
یاد,fa,Rudaki,3
اعیان,ar,Rudaki,3
دلاور,fa,Rudaki,3
عقیقی,ar,Rudaki,3
خاور,fa,Rudaki,3
جگر,fa,Rudaki,3
عود,ar,Rudaki,3
مرده,fa,Rudaki,3
شادی,fa,Rudaki,3
تویی,fa,Rudaki,3
سوز,fa,Rudaki,3
شب,fa,Rudaki,3
نهان,fa,Rudaki,3
حملان,ar,Rudaki,3
چابک,fa,Rudaki,3
سپید,fa,Rudaki,3
جاست،,fa,Rudaki,3
سیمرغ,fa,Rudaki,3
دندان,fa,Rudaki,3
خوردن,fa,Rudaki,3
ازان,fa,Rudaki,3
آمد،,fa,Rudaki,3
چنگ,fa,Rudaki,3
ساقی،,ar,Rudaki,3
آشفته,fa,Rudaki,3
صنما،,ar,Rudaki,3
بری,fa,Rudaki,3
موژ,fa,Rudaki,3
طبع,ar,Rudaki,3
اشتر,fa,Rudaki,3
پای,fa,Rudaki,3
اشک,fa,Rudaki,3
کایدون,fa,Rudaki,3
شباروز,fa,Rudaki,3
چونش,fa,Rudaki,3
کلاه,fa,Rudaki,3
جهان,fa,Rudaki,3
نوبهار,fa,Rudaki,3
یم,ar,Rudaki,3
سمن,fa,Rudaki,3
کیفر,fa,Rudaki,3
گرما,fa,Rudaki,3
ترش,fa,Rudaki,3
گزیده‌ام,fa,Rudaki,3
دشمن,fa,Rudaki,3
نوند,fa,Rudaki,3
ضعیف,ar,Rudaki,3
درخت,fa,Rudaki,3
سنبل,ar,Rudaki,3
نقصان,ar,Rudaki,3
یکتا,fa,Rudaki,3
بشکم,fa,Rudaki,3
بپژاوند,fa,Rudaki,3
بوش,fa,Rudaki,3
می‌کند,fa,Rudaki,3
نحس,ar,Rudaki,3
چشم,fa,Rudaki,3
تز,ar,Rudaki,3
مرد,fa,Rudaki,3
کربشه,fa,Rudaki,3
سود؟,fa,Rudaki,3
مردمان,fa,Rudaki,3
اکنونت,fa,Rudaki,3
سیم,fa,Rudaki,3
مار,fa,Rudaki,3
برود,fa,Rudaki,3
عدل,ar,Rudaki,3
سفله,fa,Rudaki,3
سیب,fa,Rudaki,3
دیدار,fa,Rudaki,3
دفع,ar,Rudaki,3
سمچیست،,fa,Rudaki,3
گزین,fa,Rudaki,3
مهرگان,fa,Rudaki,3
گیتی‌ست،,fa,Rudaki,3
نهادن,fa,Rudaki,3
عدنست,ar,Rudaki,3
گشت,fa,Rudaki,3
موش,fa,Rudaki,3
روشنایی,fa,Rudaki,3
پاغوش,fa,Rudaki,3
نازش,fa,Rudaki,3
نسازد,fa,Rudaki,3
بلا,ar,Rudaki,3
نهمار,fa,Rudaki,3
نغز,ar,Rudaki,3
سریشم,fa,Rudaki,3
زوش,fa,Rudaki,3
ماهیست،,fa,Rudaki,3
دید,fa,Rudaki,3
فربه,fa,Rudaki,3
سرشک,fa,Rudaki,3
معروف,ar,Rudaki,3
رودکی,fa,Rudaki,3
ماهار,fa,Rudaki,3
آتش,fa,Rudaki,3
ترا,fa,Rudaki,3
دارد،,fa,Rudaki,3
برف,fa,Rudaki,3
وز,fa,Rudaki,3
افزایدا,fa,Rudaki,3
بادیز,fa,Rudaki,3
بگشاد,fa,Rudaki,3
گرم,fa,Rudaki,3
یاسمن,fa,Rudaki,3
خدای,fa,Rudaki,3
وآن,fa,Rudaki,3
منیر,ar,Rudaki,3
پاک,fa,Rudaki,3
برگذشت,fa,Rudaki,3
کالبد,fa,Rudaki,3
سرخست,fa,Rudaki,3
سه,fa,Rudaki,3
دست,fa,Rudaki,3
جستن,fa,Rudaki,3
فاخته,fa,Rudaki,3
گل,fa,Rudaki,3
رخ,fa,Rudaki,3
نگارینا،,fa,Rudaki,3
کفشگری,fa,Rudaki,3
سخن,fa,Rudaki,3
کشکله,fa,Rudaki,3
حکمت,ar,Rudaki,3
گل,fa,Rudaki,3
جانی،,fa,Rudaki,3
دست,fa,Rudaki,3
ماه,fa,Rudaki,3
مرگ,fa,Rudaki,3
آرایش,fa,Rudaki,3
سخن,fa,Rudaki,3
نعمت,ar,Rudaki,3
همی,fa,Rudaki,3
ترا،,fa,Rudaki,3
یاد,fa,Rudaki,3
سرخ,fa,Rudaki,3
مهر,fa,Rudaki,3
سجده,fa,Rudaki,3
ترک,fa,Rudaki,3
باری,fa,Rudaki,3
نبیذ,ar,Rudaki,3
اندر,fa,Rudaki,3
قربان,ar,Rudaki,3
وندر,fa,Rudaki,3
سراپای,fa,Rudaki,3
شست,fa,Rudaki,3
احمد,ar,Rudaki,3
یار،,fa,Rudaki,3
عدد,ar,Rudaki,3
روان,fa,Rudaki,3
مایه,fa,Rudaki,3
همی,fa,Rudaki,3
زوی,fa,Rudaki,3
ملک,fa,Rudaki,3
لقمان,ar,Rudaki,3
لاله,ar,Rudaki,3
زرع,ar,Rudaki,3
بی‌خبرا,fa,Rudaki,3
تنبل,ar,Rudaki,3
خدایی،,fa,Rudaki,3
باژگونه,fa,Rudaki,3
گرزه,fa,Rudaki,3
جویی,fa,Rudaki,3
ناز,fa,Rudaki,3
عمر,ar,Rudaki,3
عطیت,ar,Rudaki,3
حلقهٔ,ar,Rudaki,3
حوادث,ar,Rudaki,3
زغن,ar,Rudaki,3
چمن,fa,Rudaki,3
جیم,fa,Rudaki,3
زمانهٔ,fa,Rudaki,3
روزیم,fa,Rudaki,3
جگر،,fa,Rudaki,3
آتش,fa,Rudaki,3
مهر,fa,Rudaki,3
ملک,fa,Rudaki,3
نفاط,ar,Rudaki,3
مدح,ar,Rudaki,3
سموریشان,fa,Rudaki,3
چنبر,fa,Rudaki,3
شادی,fa,Rudaki,3
گیتی,fa,Rudaki,3
بچهٔ,fa,Rudaki,3
منگله,fa,Rudaki,3
نشسته,fa,Rudaki,3
اقبال,ar,Rudaki,3
ابر,fa,Rudaki,3
گردن,fa,Rudaki,3
رخسارهٔ,fa,Rudaki,3
باب,ar,Rudaki,3
بستن,fa,Rudaki,3
دوست,fa,Rudaki,3
حاصل,ar,Rudaki,3
ملک,fa,Rudaki,3
چوگان,fa,Rudaki,3
حدیث,ar,Rudaki,3
روزی,fa,Rudaki,3
هبک,fa,Rudaki,3
بکرد,fa,Rudaki,3
عیسی,ar,Rudaki,3
خورید,fa,Rudaki,3
بلندی,ar,Rudaki,3
نوزد,fa,Rudaki,3
باده,fa,Rudaki,3
پیشکار,fa,Rudaki,3
خم,fa,Rudaki,3
دید,fa,Rudaki,3
خرابستی,fa,Rudaki,3
گذشت,fa,Rudaki,3
حجیب,ar,Rudaki,3
عالم,ar,Rudaki,3
وچنان,fa,Rudaki,3
زی,fa,Rudaki,3
زمستان,fa,Rudaki,3
بوسه,fa,Rudaki,3
بجستی,fa,Rudaki,3
بادند,fa,Rudaki,3
طرب,ar,Rudaki,3
سرخ,fa,Rudaki,3
نی،,fa,Rudaki,3
خبرند,fa,Rudaki,3
دعای,ar,Rudaki,3
فگندند,fa,Rudaki,3
جود,fa,Rudaki,3
سیر,fa,Rudaki,3
شادان,fa,Rudaki,3
رخ,fa,Rudaki,3
جانم,fa,Rudaki,3
آب,fa,Rudaki,3
پرند,fa,Rudaki,3
بتری,fa,Rudaki,3
خلق,ar,Rudaki,3
بامدادان,fa,Rudaki,3
نغل,ar,Rudaki,3
همی,fa,Rudaki,3
شفکی,fa,Rudaki,3
شبدیز,fa,Rudaki,3
دستار,fa,Rudaki,3
جمالت,ar,Rudaki,3
ببالاید,ar,Rudaki,3
دستان,fa,Rudaki,3
گیاه,fa,Rudaki,3
نوش,fa,Rudaki,3
مزد,fa,Rudaki,3
شیب,fa,Rudaki,3
دوختستی,fa,Rudaki,3
عاشقت,ar,Rudaki,3
کاردی,fa,Rudaki,3
وژخ,fa,Rudaki,3
شاهراهی,fa,Rudaki,3
شیرمرد,fa,Rudaki,3
کوه,fa,Rudaki,3
پژهش,fa,Rudaki,3
شاخ,fa,Rudaki,3
ژنگ,fa,Rudaki,3
بنالد,ar,Rudaki,3
جهان,fa,Rudaki,3
مانم,fa,Rudaki,3
صبر,ar,Rudaki,3
روان,fa,Rudaki,3
بر،,fa,Rudaki,3
فراز,fa,Rudaki,3
فخمیده,fa,Rudaki,3
ویران,fa,Rudaki,3
فروشد,fa,Rudaki,3
راز,fa,Rudaki,3
القصه,ar,Rudaki,3
اندر,fa,Rudaki,3
بینم,ar,Rudaki,3
کان,fa,Rudaki,3
آتش,fa,Rudaki,3
مست,ar,Rudaki,3
کردگار,fa,Rudaki,3
شبه,fa,Rudaki,3
اندر,fa,Rudaki,3
بارید,fa,Rudaki,3
وقت,ar,Rudaki,3
آموزگار,fa,Rudaki,3
سرای,fa,Rudaki,3
پاشش,fa,Rudaki,3
چشم,fa,Rudaki,3
نماند,fa,Rudaki,3
خلق,ar,Rudaki,3
تیر,fa,Rudaki,3
گزند,fa,Rudaki,3
